##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCA_900097735.1	PRJEB2655	SAMEA2298739	FMOH00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MRSA036667	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#40	SC	GCF_900097735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/735/GCA_900097735.1_12291_8_40	na	na	na	haploid	bacteria	2799448	2797034	33.000000	0	16	16	SC	Annotation submitted by SC	2016-10-03	2664	2606	58	na
GCA_900097745.1	PRJEB2655	SAMEA2298730	FMOL00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MRSA066	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#31	SC	GCF_900097745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/745/GCA_900097745.1_12291_8_31	na	na	na	haploid	bacteria	2847952	2845496	32.500000	0	13	13	SC	Annotation submitted by SC	2016-10-03	2698	2637	61	na
GCA_900097755.1	PRJEB2655	SAMEA2298710	FMOF00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MRSA047198	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#11	SC	GCF_900097755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/755/GCA_900097755.1_12291_8_11	na	na	na	haploid	bacteria	2801119	2799286	33.000000	0	27	27	SC	Annotation submitted by SC	2016-10-03	2655	2594	61	na
GCA_900097765.1	PRJEB2655	SAMEA2298700	FMON00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MRSA071	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#1	SC	GCF_900097765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/765/GCA_900097765.1_12291_8_1	na	na	na	haploid	bacteria	2810942	2809123	32.500000	0	18	18	SC	Annotation submitted by SC	2016-10-03	2692	2631	61	na
GCA_900097775.1	PRJEB2655	SAMEA2298736	FMOS00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MRSA08	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#37	SC	GCF_900097775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/775/GCA_900097775.1_12291_8_37	na	na	na	haploid	bacteria	2799481	2797335	32.500000	0	16	16	SC	Annotation submitted by SC	2016-10-03	2664	2609	55	na
GCA_900097785.1	PRJEB2655	SAMEA2298732	FMOQ00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MRSA122	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#33	SC	GCF_900097785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/785/GCA_900097785.1_12291_8_33	na	na	na	haploid	bacteria	2722472	2718692	32.500000	0	18	18	SC	Annotation submitted by SC	2016-10-03	2577	2516	61	na
GCA_900097795.1	PRJEB2655	SAMEA2298712	FMOO00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MRSA140	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#13	SC	GCF_900097795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/795/GCA_900097795.1_12291_8_13	na	na	na	haploid	bacteria	2801299	2797733	32.500000	0	17	17	SC	Annotation submitted by SC	2016-10-03	2660	2598	62	na
GCA_900097805.1	PRJEB2655	SAMEA2298722	FMOP00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MRSA207	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#23	SC	GCF_900097805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/805/GCA_900097805.1_12291_8_23	na	na	na	haploid	bacteria	2897347	2895002	32.500000	0	49	49	SC	Annotation submitted by SC	2016-10-03	2762	2700	62	na
GCA_900097825.1	PRJEB2655	SAMEA2298708	FMOU00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MRSA941440/047440	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#9	SC	GCF_900097825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/825/GCA_900097825.1_12291_8_9	na	na	na	haploid	bacteria	2855714	2851303	32.500000	0	52	52	SC	Annotation submitted by SC	2016-10-03	2739	2678	61	na
GCA_900097845.1	PRJEB2655	SAMEA2298749	FMOT00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MSSA120	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#50	SC	GCF_900097845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/845/GCA_900097845.1_12291_8_50	na	na	na	haploid	bacteria	2790472	2785373	32.500000	0	22	22	SC	Annotation submitted by SC	2016-10-03	2642	2583	59	na
GCA_900097855.1	PRJEB2655	SAMEA2298735	FMOW00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MSSA777507	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#36	SC	GCF_900097855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/855/GCA_900097855.1_12291_8_36	na	na	na	haploid	bacteria	2823466	2821232	32.500000	0	30	30	SC	Annotation submitted by SC	2016-10-03	2712	2650	62	na
GCA_900097945.1	PRJEB2655	SAMEA2298737	FMPE00000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: MRSA079A	na	latest	Scaffold	Major	Full	2016-10-03	12291_8#38	SC	GCF_900097945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/097/945/GCA_900097945.1_12291_8_38	na	na	na	haploid	bacteria	2769461	2766428	33.000000	0	10	10	SC	Annotation submitted by SC	2016-10-03	2616	2555	61	na
GCA_963993645.1	PRJEB71932	SAMEA115113230	CAXDYF000000000.1	na	1280	1280	Staphylococcus aureus	strain=type strain: FFMG-672-2-21-S	FFMG_672-2-21-ST	latest	Contig	Major	Full	2024-03-17	FFMG_672-2-21-ST.2	the seqafrica consortium	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/993/645/GCA_963993645.1_FFMG_672-2-21-ST.2	from large multi-isolate project	na	na	haploid	bacteria	2865921	2865921	32.500000	0	63	63	na	na		0	0	0	na
GCA_965139065.1	PRJEB85433	SAMEA117660734	CBCSEV000000000.1	na	1288	1288	Staphylococcus xylosus	strain=type strain: CIP81.66	CIP81.66T	latest	Scaffold	Major	Full	2025-02-13	CIP81.66T	Collection de l'Institut Pasteur	GCF_965139065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/065/GCA_965139065.1_CIP81.66T	na	assembly from type material	na	haploid	bacteria	2737707	2737524	32.500000	0	31	31	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	2607	2519	86	na
GCA_001196045.1	PRJEB2393	SAMEA1024731	CRBR00000000.1	na	1292	1292	Staphylococcus warneri	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-18	6731_1#13	SC	GCF_001196045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/196/045/GCA_001196045.1_6731_1_13	na	na	na	haploid	bacteria	2748777	2747669	32.500000	0	127	127	SC	Annotation submitted by SC	2020-08-04	2710	2646	64	na
GCA_965136095.1	PRJEB85433	SAMEA117660329	CBCRWM000000000.1	na	1299	1299	Deinococcus radiodurans	strain=type strain: CIP104750	CIP104750T	latest	Scaffold	Major	Full	2025-02-12	CIP104750T	Collection de l'Institut Pasteur	GCF_965136095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/095/GCA_965136095.1_CIP104750T	na	assembly from type material	na	haploid	bacteria	3240345	3240107	67.000000	0	155	155	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	3163	3103	58	na
GCA_965136015.1	PRJEB85433	SAMEA117660279	CBCRTR000000000.1	na	1304	1304	Streptococcus salivarius	strain=type strain: CIP102503	CIP102503T	latest	Scaffold	Major	Full	2025-02-12	CIP102503T	Collection de l'Institut Pasteur	GCF_965136015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/015/GCA_965136015.1_CIP102503T	na	assembly from type material	na	haploid	bacteria	2168969	2168784	40.000000	0	31	31	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2056	1984	72	na
GCA_965138265.1	PRJEB85433	SAMEA117660697	CBCSBD000000000.1	na	1305	1305	Streptococcus sanguinis	strain=type strain: CIP55.128	CIP55.128T	latest	Scaffold	Major	Full	2025-02-12	CIP55.128T	Collection de l'Institut Pasteur	GCF_965138265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/265/GCA_965138265.1_CIP55.128T	na	assembly from type material	na	haploid	bacteria	2281120	2280719	43.500000	0	7	7	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2237	2172	61	na
GCA_000876755.1	PRJEB8392	SAMEA3233875	CECR00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: LL-	na	latest	Contig	Major	Full	2015-02-17	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000876755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/876/755/GCA_000876755.1_Velvet_assembly	na	na	na	haploid	bacteria	2166335	2166335	41.000000	0	80	80	na	na		0	0	0	na
GCA_000876855.1	PRJEB8392	SAMEA3233790	CDVR00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: B40	na	latest	Scaffold	Major	Full	2015-02-13	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000876855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/876/855/GCA_000876855.1_Velvet_assembly	na	na	na	haploid	bacteria	2102034	2101579	41.000000	0	57	57	na	na		0	0	0	na
GCA_000877175.1	PRJEB8392	SAMEA3234107	CEAT00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: V30	na	latest	Scaffold	Major	Full	2015-02-17	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000877175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/877/175/GCA_000877175.1_Velvet_assembly	na	na	na	haploid	bacteria	2059579	2059232	41.000000	0	62	62	na	na		0	0	0	na
GCA_000937395.1	PRJEB8392	SAMEA3233923	CEEF00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: LS4	na	latest	Contig	Major	Full	2015-02-17	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000937395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/937/395/GCA_000937395.1_Velvet_assembly	na	na	na	haploid	bacteria	2155563	2155563	41.000000	0	103	103	na	na		0	0	0	na
GCA_000937735.1	PRJEB8392	SAMEA3233993	CEJB00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: S12	na	latest	Contig	Major	Full	2015-02-18	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000937735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/937/735/GCA_000937735.1_Velvet_assembly	na	na	na	haploid	bacteria	1997266	1997266	41.500000	0	65	65	na	na		0	0	0	na
GCA_000940075.1	PRJEB8392	SAMEA3233764	CDSQ00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: B21	na	latest	Scaffold	Major	Full	2015-02-13	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000940075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/075/GCA_000940075.1_Velvet_assembly	na	na	na	haploid	bacteria	2228558	2218737	41.000000	0	212	212	na	na		0	0	0	na
GCA_000941555.1	PRJEB8392	SAMEA3233945	CEGT00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: LS7	na	latest	Contig	Major	Full	2015-02-18	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000941555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/941/555/GCA_000941555.1_Velvet_assembly	na	na	na	haploid	bacteria	2008383	2008383	41.500000	0	76	76	na	na		0	0	0	na
GCA_000942115.1	PRJEB8392	SAMEA3233850	CDVA00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: F38	na	latest	Scaffold	Major	Full	2015-02-13	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000942115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/942/115/GCA_000942115.1_Velvet_assembly	na	na	na	haploid	bacteria	2077180	2076839	41.000000	0	57	57	na	na		0	0	0	na
GCA_000942435.1	PRJEB8392	SAMEA3233825	CDUK00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: E24	na	latest	Scaffold	Major	Full	2015-02-13	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000942435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/942/435/GCA_000942435.1_Velvet_assembly	na	na	na	haploid	bacteria	2036280	2035907	41.000000	0	54	54	na	na		0	0	0	na
GCA_000943055.1	PRJEB8392	SAMEA3234083	CEHB00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: S93	na	latest	Contig	Major	Full	2015-02-18	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000943055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/943/055/GCA_000943055.1_Velvet_assembly	na	na	na	haploid	bacteria	2290007	2290007	41.500000	0	335	335	na	na		0	0	0	na
GCA_000943255.1	PRJEB8392	SAMEA3233953	CEHQ00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: LS8	na	latest	Contig	Major	Full	2015-02-18	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000943255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/943/255/GCA_000943255.1_Velvet_assembly	na	na	na	haploid	bacteria	2027771	2027771	41.000000	0	76	76	na	na		0	0	0	na
GCA_000944115.1	PRJEB8392	SAMEA3234016	CEIC00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: S15	na	latest	Contig	Major	Full	2015-02-18	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000944115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/944/115/GCA_000944115.1_Velvet_assembly	na	na	na	haploid	bacteria	2066755	2066755	41.000000	0	176	176	na	na		0	0	0	na
GCA_000944935.1	PRJEB8392	SAMEA3234042	CDXK00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: S2	na	latest	Scaffold	Major	Full	2015-02-13	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000944935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/944/935/GCA_000944935.1_Velvet_assembly	na	na	na	haploid	bacteria	2053607	2053444	41.000000	0	58	58	na	na		0	0	0	na
GCA_000946175.1	PRJEB8392	SAMEA3233889	CEDI00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: LS0	na	latest	Contig	Major	Full	2015-02-17	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000946175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/946/175/GCA_000946175.1_Velvet_assembly	na	na	na	haploid	bacteria	2035641	2035641	41.500000	0	59	59	na	na		0	0	0	na
GCA_000947475.1	PRJEB8392	SAMEA3234068	CEBR00000000.1	na	1307	1307	Streptococcus suis	strain=type strain: S7	na	latest	Scaffold	Major	Full	2015-02-17	Velvet_assembly	UNIVERSITY OF CAMBRIDGE	GCF_000947475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/947/475/GCA_000947475.1_Velvet_assembly	na	na	na	haploid	bacteria	2055323	2054702	41.000000	0	55	55	na	na		0	0	0	na
GCA_965135875.1	PRJEB85433	SAMEA117660292	CBCRTF000000000.1	na	1309	1309	Streptococcus mutans	strain=type strain: CIP103220	CIP103220T	latest	Scaffold	Major	Full	2025-02-10	CIP103220T	Collection de l'Institut Pasteur	GCF_965135875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/135/875/GCA_965135875.1_CIP103220T	na	assembly from type material	na	haploid	bacteria	1995835	1991707	36.500000	0	16	16	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-10	1945	1879	62	na
GCA_001083285.1	PRJEB2480	SAMEA2061709	CMOP00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Contig	Major	Full	2015-07-14	9803_7#37	SC	GCF_001083285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/083/285/GCA_001083285.1_9803_7_37	na	na	na	haploid	bacteria	2125368	2125368	39.500000	0	64	64	SC	Annotation submitted by SC	2015-07-14	2095	2051	44	na
GCA_001084645.1	PRJEB2480	SAMEA2061946	CMQY00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Contig	Major	Full	2015-07-14	9803_8#3	SC	GCF_001084645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/084/645/GCA_001084645.1_9803_8_3	na	na	na	haploid	bacteria	2099889	2099889	39.500000	0	62	62	SC	Annotation submitted by SC	2015-07-14	2105	2055	50	na
GCA_001084825.1	PRJEB2357	SAMEA1023949	CKGH00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-11	6631_1#2	SC	GCF_001084825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/084/825/GCA_001084825.1_6631_1_2	na	na	na	haploid	bacteria	2091313	2091261	39.500000	0	60	60	SC	Annotation submitted by SC	2015-07-11	2076	2036	40	na
GCA_001085845.1	PRJEB2480	SAMEA2061959	CMSH00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Contig	Major	Full	2015-07-14	9803_8#67	SC	GCF_001085845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/085/845/GCA_001085845.1_9803_8_67	na	na	na	haploid	bacteria	2055443	2055443	39.500000	0	54	54	SC	Annotation submitted by SC	2015-07-14	2027	1983	44	na
GCA_001086145.1	PRJEB2357	SAMEA1024204	CKMJ00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-11	6649_8#11	SC	GCF_001086145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/086/145/GCA_001086145.1_6649_8_11	na	na	na	haploid	bacteria	2121245	2121179	39.500000	0	39	39	SC	Annotation submitted by SC	2015-07-11	2103	2063	40	na
GCA_001086305.1	PRJEB2397	SAMEA1025724	CLFU00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-13	6925_3#12	SC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/086/305/GCA_001086305.1_6925_3_12	contaminated; RefSeq annotation failed; genome length too large	na	na	haploid	bacteria	7253332	7170697	36.500000	0	315	315	SC	Annotation submitted by SC	2015-07-13	7146	7083	63	na
GCA_001087765.1	PRJEB2357	SAMEA1023735	CKJQ00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-11	6631_5#24	SC	GCF_001087765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/087/765/GCA_001087765.1_6631_5_24	na	na	na	haploid	bacteria	2121791	2121777	39.500000	0	87	87	SC	Annotation submitted by SC	2015-07-11	2101	2058	43	na
GCA_001087845.1	PRJEB2357	SAMEA1024023	CKKM00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-11	6631_6#7	SC	GCF_001087845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/087/845/GCA_001087845.1_6631_6_7	na	na	na	haploid	bacteria	2145546	2145515	39.500000	0	83	83	SC	Annotation submitted by SC	2015-07-11	2094	2053	41	na
GCA_001088325.1	PRJEB2357	SAMEA1024087	CKMM00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-11	6649_8#1	SC	GCF_001088325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/088/325/GCA_001088325.1_6649_8_1	na	na	na	haploid	bacteria	2098539	2098456	39.500000	0	49	49	SC	Annotation submitted by SC	2015-07-11	2096	2056	40	na
GCA_001088585.1	PRJEB2357	SAMEA1024119	CKLD00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-11	6641_6#10	SC	GCF_001088585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/088/585/GCA_001088585.1_6641_6_10	na	na	na	haploid	bacteria	2102670	2102431	39.500000	0	74	74	SC	Annotation submitted by SC	2015-07-11	2103	2066	37	na
GCA_001089305.1	PRJEB2357	SAMEA1023820	CKDY00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-14	6630_1#24	SC	GCF_001089305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/089/305/GCA_001089305.1_6630_1_24	na	na	na	haploid	bacteria	2110689	2110498	39.500000	0	79	79	SC	Annotation submitted by SC	2015-07-14	2092	2057	35	na
GCA_001090085.1	PRJEB2357	SAMEA1024034	CKKG00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Contig	Major	Full	2015-07-11	6631_6#5	SC	GCF_001090085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/090/085/GCA_001090085.1_6631_6_5	na	na	na	haploid	bacteria	2090307	2090307	39.500000	0	56	56	SC	Annotation submitted by SC	2015-07-11	2090	2049	41	na
GCA_001090665.1	PRJEB2357	SAMEA1023987	CKIY00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Contig	Major	Full	2015-07-11	6631_4#22	SC	GCF_001090665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/090/665/GCA_001090665.1_6631_4_22	na	na	na	haploid	bacteria	2078964	2078964	39.500000	0	64	64	SC	Annotation submitted by SC	2015-07-11	2053	2011	42	na
GCA_001091745.1	PRJEB2357	SAMEA1024068	CKFX00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-11	6630_4#19	SC	GCF_001091745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/091/745/GCA_001091745.1_6630_4_19	na	na	na	haploid	bacteria	2153721	2153440	39.500000	0	119	119	SC	Annotation submitted by SC	2015-07-11	2091	2051	40	na
GCA_001091905.1	PRJEB2357	SAMEA1023686	CKDC00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Contig	Major	Full	2015-07-11	6593_5#16	SC	GCF_001091905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/091/905/GCA_001091905.1_6593_5_16	na	na	na	haploid	bacteria	2096381	2096381	39.500000	0	62	62	SC	Annotation submitted by SC	2015-07-11	2066	2025	41	na
GCA_001093605.1	PRJEB2393	SAMEA1024719	CKOV00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Contig	Major	Full	2015-07-11	6680_4#15	SC	GCF_001093605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/093/605/GCA_001093605.1_6680_4_15	na	na	na	haploid	bacteria	2119331	2119331	39.500000	0	64	64	SC	Annotation submitted by SC	2015-07-11	2108	2068	40	na
GCA_001094865.1	PRJEB2357	SAMEA974632	CKBB00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-11	6259_7#16	SC	GCF_001094865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/094/865/GCA_001094865.1_6259_7_16	na	na	na	haploid	bacteria	2125176	2124975	39.500000	0	62	62	SC	Annotation submitted by SC	2015-07-11	2130	2089	41	na
GCA_001095765.1	PRJEB2393	SAMEA1024739	CKOW00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-11	6680_4#14	SC	GCF_001095765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/095/765/GCA_001095765.1_6680_4_14	na	na	na	haploid	bacteria	2098167	2098157	39.500000	0	27	27	SC	Annotation submitted by SC	2015-07-11	2109	2069	40	na
GCA_001098345.1	PRJEB2357	SAMEA1023732	CKDV00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-11	6630_1#20	SC	GCF_001098345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/098/345/GCA_001098345.1_6630_1_20	na	na	na	haploid	bacteria	2059347	2059073	39.500000	0	54	54	SC	Annotation submitted by SC	2015-07-11	2038	2001	37	na
